--- Blue Noise Points ---
Count: 658

Index,X,Z
89,-0.98234,-238.175
90,-118.201,-231.091
91,-33.0733,-231.044
92,-108.476,-219.505
93,-13.7077,-203.306
94,-98.3373,-160.47
95,-15.8982,-221.115
96,-97.5299,-144.924
97,-134.472,-238.136
98,-87.3434,-180.491
99,-90.2969,-160.387
100,-10.4258,-239.861
101,-92.2342,-169.156
102,-104.874,-152.695
103,-141.903,-243.135
104,-62.578,-147.908
105,-116.155,-193.187
106,-84.2316,-149.962
107,-113.189,-209.997
108,-132.75,-183.719
109,-30.2825,-188.601
110,-54.2411,-137.792
111,-58.24,-156.227
112,-121.5,-222.911
113,-94.413,-152.576
114,-107.855,-142.509
115,-4.10098,-201.476
116,-128.62,-228.877
117,-97.4837,-187.177
118,-130.603,-192.651
119,-75.2527,-151.403
120,-137.916,-229.867
121,-118.583,-243.536
122,-149.944,-254.513
123,-100.107,-136.421
124,-117.413,-170.028
125,-121.174,-214.696
126,-140.517,-180.124
127,-88.9349,-130.906
128,-68.7107,-140.104
129,-149.82,-236.314
130,-129.57,-168.456
131,-134.078,-216.633
132,-143.343,-218.649
133,-76.1657,-135.326
134,-124.387,-207.236
135,-93.8348,-121.31
136,-52.8783,-167.04
137,-61.1907,-188.467
138,-29.7689,-178.217
139,-48.8275,-145.591
140,-88.9268,-139.201
141,-149.343,-226.551
142,-80.9086,-160.095
143,-137.577,-206.336
144,-157.317,-225.242
145,-33.6046,-170.058
146,-114.267,-151.837
147,-48.6655,-157.315
148,-149.619,-204.516
149,-4.9646,-254.833
150,-102.19,-122.015
151,-107.881,-128.451
152,-38.1693,-151.764
153,-152.474,-211.995
154,-116.852,-132.481
155,-112.618,-121.172
156,-156.374,-244.078
157,-167.503,-218.498
158,-55.3046,-128.672
159,-160.024,-234.744
160,-169.208,-203.366
161,-116.288,-142.765
162,-89.7086,-114.318
163,-41.3466,-164.302
164,-30.8525,-161.515
165,-52.5385,-120.503
166,-121.708,-158.573
167,-63.142,-116.971
168,-178.112,-223.164
169,-43.3416,-129.151
170,-125.347,-113.604
171,-169.673,-226.363
172,-144.77,-193.528
173,-61.7573,-134.805
174,-157.218,-201.33
175,-65.4923,-127.379
176,-10.3183,-172.547
177,-163.062,-209.435
178,-22.6239,-173.507
179,-161.624,-254.636
180,-0.507186,-161.034
181,-178.246,-213.225
182,-142.935,-163.942
183,-143.939,-172.228
184,-10.717,-154.364
185,-29.1838,-149.259
186,-172.74,-249.827
187,-96.2352,-102.161
188,-36.7535,-138.686
189,-177.752,-204.847
190,-13.7463,-182.193
191,-167.131,-238.73
192,-110.769,-159.206
193,-105.07,-110.92
194,-154.964,-154.484
195,-154.55,-176.894
196,-118.105,-201.524
197,-156.783,-145.063
198,-12.5315,-164.694
199,-113.814,-109.781
200,-178.177,-237.801
201,-131.787,-154.391
202,-164.319,-153.08
203,-0.531818,-186.081
204,-19.8918,-159.275
205,-66.6514,-104.604
206,-44.2308,-120.013
207,-166.755,-178.476
208,-155.56,-166.689
209,-165.396,-166.8
210,-123.886,-149.416
211,-154.054,-187.588
212,-19.6204,-143.346
213,-175.789,-181.797
214,-81.1381,-118.773
215,-183.672,-243.688
216,-6.14383,-140.725
217,-86.262,-102.27
218,-188.893,-223.89
219,-2.52832,-150.223
220,-123.819,-176.337
221,-27.4055,-139.881
222,-34.5769,-130.681
223,-34.5191,-122.202
224,-84.7652,-91.3105
225,-75.3515,-126.619
226,-16.8579,-132.114
227,-53.173,-109.297
228,-3.60147,-130.142
229,-126.688,-141.031
230,-136.719,-144.754
231,-0.397205,-169.429
232,-186.824,-213.546
233,-187.019,-205.012
234,-7.95033,-123.397
235,-36.0062,-113.885
236,-195.004,-245.058
237,-115.976,-101.011
238,-207.157,-249.535
239,-126.682,-100.88
240,-43.5048,-109.287
241,-166.264,-194.803
242,-0.40962,-177.629
243,-57.7173,-99.7343
244,-182.73,-230.684
245,-167.095,-144.945
246,-80.8375,-109.646
247,-73.1682,-112.345
248,-146.955,-155.073
249,-189.38,-236.218
250,-159.914,-133.598
251,-1.99423,-117.299
252,-125.753,-91.2208
253,-41.1546,-100.611
254,-131.763,-130.67
255,-101.669,-95.2709
256,-59.0787,-91.1698
257,-179.029,-158.829
258,-139.621,-118.366
259,-199.216,-229.531
260,-26.038,-123.913
261,-196.579,-216.396
262,-109.821,-82.0526
263,-140.561,-87.9055
264,-34.0042,-90.0496
265,-46.1088,-137.632
266,-22.1734,-115.85
267,-30.6199,-102.91
268,-132.713,-77.6916
269,-106.859,-102.151
270,-3.33089,-108.77
271,-143.345,-139.02
272,-48.3367,-84.8522
273,-79.4377,-143.102
274,-73.7285,-100.669
275,-68.5846,-88.971
276,-14.736,-99.368
277,-48.5873,-93.6697
278,-124.861,-79.4611
279,-179.516,-191.465
280,-205.723,-223.207
281,-193.531,-199.009
282,-43.9378,-78.0749
283,-89.7494,-78.5158
284,-185.365,-183.073
285,-120.648,-124.35
286,-143.446,-77.7441
287,-148.776,-145.868
288,-177.927,-171.619
289,-92.8855,-91.9506
290,-72.5081,-80.3272
291,-16.1832,-121.636
292,-14.6658,-86.9773
293,-10.3504,-115.076
294,-33.7063,-77.8918
295,-13.5208,-107.465
296,-145.181,-128.461
297,-53.9986,-75.1742
298,-5.5847,-98.0593
299,-149.176,-113.151
300,-129.579,-122.914
301,-22.0675,-103.108
302,-189.303,-157.251
303,-162.869,-110.122
304,-185.08,-254.294
305,-152.091,-120.882
306,-191.44,-175.325
307,-136.514,-110.522
308,-150.964,-135.628
309,-163.817,-186.026
310,-4.67399,-88.867
311,-113.802,-71.9274
312,-19.9206,-76.7624
313,-98.8836,-83.1791
314,-143.944,-106.937
315,-0.658093,-76.976
316,-198.664,-181.774
317,-154.546,-103.85
318,-81.327,-79.9356
319,-175.433,-130.752
320,-164.618,-121.008
321,-96.3843,-69.5978
322,-49.6761,-101.772
323,-175.307,-119.376
324,-206.436,-237.622
325,-113.583,-91.9376
326,-182.231,-137.095
327,-126.845,-67.4134
328,-196.413,-191.288
329,-41.2184,-68.1273
330,-15.7273,-68.6974
331,-126.986,-58.9261
332,-188.434,-125.591
333,-23.9793,-93.9172
334,-63.262,-81.3
335,-175.286,-145.7
336,-199.193,-161.417
337,-154.124,-81.7384
338,-151.476,-70.3532
339,-64.5835,-71.3896
340,-78.5244,-67.5799
341,-105.754,-72.0492
342,-70.0127,-65.4069
343,-28.7306,-64.9992
344,-137.603,-100.41
345,-207.736,-209.622
346,-113.424,-59.498
347,-154.156,-95.3918
348,-207.73,-172.9
349,-208.584,-199.043
350,-63.4609,-57.5258
351,-194.644,-146.878
352,-51.958,-63.2927
353,-200.511,-205.54
354,-218.7,-208.41
355,-16.6264,-57.1714
356,-213.322,-180.127
357,-71.4527,-54.5682
358,-89.1297,-63.9047
359,-33.7969,-53.349
360,-190.511,-165.744
361,-25.3046,-85.4123
362,-183.447,-147.986
363,-211.84,-231.267
364,-9.81378,-78.6855
365,-206.396,-184.568
366,-2.40303,-65.912
367,-124.254,-49.7166
368,-214.242,-217.987
369,-161.7,-91.6808
370,-221.064,-240.984
371,-169.282,-96.222
372,-220.322,-225.737
373,-172.323,-154.317
374,-137.658,-70.5609
375,-43.952,-55.82
376,-194.267,-136.682
377,-145.587,-95.1283
378,-79.753,-54.5832
379,-169.998,-106.329
380,-199.52,-170.354
381,-136.868,-61.9298
382,-159.522,-66.0838
383,-225.693,-189.509
384,-7.03764,-51.2436
385,-199.674,-254.219
386,-137.407,-49.0942
387,-69.691,-46.6207
388,-224.289,-198.867
389,-215.734,-190.594
390,-179.487,-96.448
391,-229.53,-240.658
392,-200.533,-127.941
393,-237.117,-249.298
394,-146.537,-59.9924
395,-159.618,-50.9301
396,-209.649,-158.628
397,-78.9647,-43.1354
398,-228.713,-225.842
399,-168.618,-136.018
400,-72.7174,-29.1575
401,-120.311,-36.7518
402,-28.5026,-39.4341
403,-215.282,-167.931
404,-201.282,-152.407
405,-146.058,-47.0489
406,-171.825,-48.5188
407,-211.022,-147.024
408,-209.431,-135.667
409,-229.54,-217.484
410,-139.924,-40.8964
411,-189.431,-111.176
412,-133.327,-30.1432
413,-9.561,-61.5102
414,-131.267,-42.1885
415,-230.7,-170.693
416,-244.87,-255.042
417,-234.319,-187.378
418,-59.4385,-45.3936
419,-59.5892,-35.9946
420,-184.481,-103.721
421,-0.294752,-56.2117
422,-201.174,-140.965
423,-214.435,-253.858
424,-188.222,-191.565
425,-224.419,-179.298
426,-112.14,-37.6385
427,-93.6009,-55.2967
428,-229.665,-162.737
429,-40.1188,-29.7761
430,-194.833,-120.104
431,-76.5453,-90.8691
432,-217.063,-154.011
433,-50.4878,-49.8523
434,-239.389,-165.764
435,-223.38,-143.063
436,-115.924,-23.4537
437,-19.9736,-48.139
438,-213.063,-242.374
439,-227.113,-209.833
440,-179.103,-87.2105
441,-79.0871,-21.3353
442,-0.399194,-39.8921
443,-128.902,-17.6006
444,-156.353,-35.027
445,-50.8752,-33.0217
446,-110.093,-49.0078
447,-167.085,-83.2934
448,-161.519,-27.0175
449,-104.974,-59.7025
450,-13.783,-33.9211
451,-240.042,-175.654
452,-101.319,-46.8933
453,-168.091,-68.025
454,-170.503,-31.9057
455,-178.276,-63.0063
456,-217.83,-135.665
457,-43.1905,-45.4278
458,-144.802,-32.8206
459,-178.46,-23.5987
460,-222.51,-123.835
461,-118.405,-84.605
462,-238.459,-198.606
463,-246.901,-182.373
464,-235.224,-209.944
465,-174.19,-78.2174
466,-178.811,-111.278
467,-118.053,-13.9984
468,-199.14,-103.177
469,-239.562,-157.427
470,-224.521,-248.288
471,-171.47,-58.534
472,-134.743,-10.0797
473,-106.626,-26.4711
474,-225.686,-132.32
475,-59.1711,-25.4853
476,-183.622,-118.371
477,-208.454,-120.765
478,-52.1016,-41.4129
479,-152.008,-27.4564
480,-237.965,-232.028
481,-155.473,-59.085
482,-243.003,-220.855
483,-4.29977,-31.2253
484,-164.3,-40.6956
485,-189.735,-91.4442
486,-32.3164,-20.8202
487,-186.736,-82.3514
488,-203.901,-110.744
489,-243.838,-210.102
490,-89.7406,-25.6093
491,-24.7635,-55.1636
492,-234.342,-135.736
493,-10.528,-20.033
494,-215.143,-127.213
495,-247.198,-228.896
496,-87.7373,-41.1355
497,-184.687,-71.5294
498,-228.996,-152.946
499,-97.1169,-40.0299
500,-161.684,-75.7992
501,-146.707,-15.3685
502,-194.69,-78.2107
503,-238.114,-241.348
504,-1.64172,-20.0174
505,-180.979,-43.3108
506,-242.428,-146.575
507,-24.5012,-23.7003
508,-245.397,-136.749
509,-68.8167,-36.9227
510,-251.771,-243.783
511,-253.794,-205.168
512,-157.019,-20.3337
513,-246.874,-199.656
514,-253.637,-191.863
515,-190.631,-57.3191
516,-87.6463,-13.9047
517,-37.8106,-38.758
518,-12.9712,-43.4331
519,-242.38,-190.739
520,-152.781,-42.2643
521,-231.066,-121.782
522,-207.178,-103.3
523,-107.088,-10.8599
524,-228.941,-109.813
525,-189.782,-45.2546
526,-250.726,-214.567
527,-23.34,-11.6879
528,-191.964,-99.5305
529,-165.986,-11.9286
530,-124.923,-27.6983
531,-254.543,-236.084
532,-199.983,-94.2384
533,-37.2339,-60.7497
534,-1.33148,-10.4796
535,-169.688,-20.0631
536,-194.476,-69.9553
537,-245.838,-237.703
538,-36.2659,-12.9771
539,-216.667,-110.547
540,-203.545,-77.4108
541,-199.009,-85.0866
542,-253.833,-222.701
543,-141.325,-25.5813
544,-248.156,-170.867
545,-47.77,-22.4984
546,-155.699,-12.1354
547,-32.7374,-5.04662
548,-52.8402,-12.746
549,-44.2702,-13.1701
550,-182.354,-53.9727
551,-195.716,-31.8742
552,-237.141,-127.903
553,-208.55,-90.1672
554,-30.4076,-29.7013
555,-70.2972,-15.8101
556,-237.415,-105.157
557,-195.736,-50.7218
558,-145.324,-6.17745
559,-22.591,-33.6587
560,-10.046,-8.36182
561,-157.293,-3.43595
562,-125.233,-3.64007
563,-247.738,-162.754
564,-187.583,-32.571
565,-244.203,-120.741
566,-197.422,-20.5474
567,-176.926,-2.63388
568,-232.321,-144.53
569,-205.402,-48.0102
570,-212.026,-78.3241
571,-84.0762,-31.7399
572,-167.663,-1.43125
573,-218.387,-86.7202
574,-235.627,-115.054
575,-250.85,-114.749
576,-95.8693,-12.252
577,-99.7038,-31.5153
578,-89.5148,-1.31805
579,-254.668,-152.276
580,-255.943,-165.324
581,-216.856,-97.5116
582,-98.7611,-23.2313
583,-250.037,-106.171
584,-2.08587,-2.16631
585,-41.067,-2.86937
586,-97.4214,-3.91021
587,-115.903,-5.27783
588,-254.605,-139.871
589,-226.82,-96.6222
590,-15.2565,-1.11826
591,-176.464,-13.4455
592,-108.09,-2.83682
593,-73.913,-7.2442
594,-209.324,-55.0193
595,-217.773,-70.6135
596,-201.063,-60.9534
597,-81.9518,-5.11491
598,-222.96,-104.44
599,-209.123,-66.991
600,-224.757,-64.6912
601,-185.984,-9.45384
602,-251.891,-124.153
603,-237.136,-88.9567
604,-239.857,-75.1318
605,-227.082,-75.9883
606,-184.481,-17.6205
607,-186.303,-1.1999
608,-199.445,-41.5514
609,-62.0214,-14.5572
610,-50.818,-2.43152
611,-217.415,-52.1726
612,-61.536,-2.57917
613,-255.374,-94.4863
614,-244.36,-92.7468
615,-179.495,-35.0732
616,-210.819,-41.244
617,-198.464,-1.36273
618,-249.919,-82.3894
619,-206.682,-9.63413
620,-208.904,-25.1052
621,-226.764,-87.8064
622,-215.583,-60.6818
623,-216.208,-31.3658
624,-217.19,-14.4305
625,-221.473,-7.37643
626,-227.418,-25.432
627,-232.938,-179.496
628,-208.303,-33.2947
629,-195.921,-10.6448
630,-237.595,-63.1051
631,-190.632,-24.885
632,-230.132,-6.15807
633,-222.434,-42.1652
634,-208.397,-1.21611
635,-242.856,-111.305
636,-228.208,-53.1661
637,-225.795,-34.404
638,-25.2406,-0.669115
639,-255.485,-74.7959
640,-234.252,-33.0869
641,-234.29,-21.0647
642,-233.348,-46.3614
643,-242.001,-5.03012
644,-228.044,-15.7948
645,-248.904,-48.1043
646,-218.726,-23.7135
647,-242.322,-26.6909
648,-241.364,-16.4914
649,-255.123,-37.5636
650,-248.051,-67.9912
651,-252.335,-26.4846
652,-249.321,-13.2049
653,-253.592,-59.8421
654,-239.474,-54.7125
655,-245.434,-37.3355
656,-253.582,-5.14197
657,-233.471,-81.4779
