--- Blue Noise Points ---
Count: 653

Index,X,Z
251,456.697,312.429
252,374.326,478.404
253,425.68,487.425
254,387.747,483.762
255,478.789,330.773
256,418.162,503.268
257,439.259,304.18
258,430.5,500.804
259,396.58,316.984
260,375.542,344.32
261,347.138,356.534
262,462.134,326.172
263,499.573,313.374
264,508.369,290.551
265,481.606,323.105
266,487.152,465.221
267,507.247,405.218
268,489.147,326.103
269,375.805,329.911
270,350.092,459.425
271,407.055,312.508
272,441.159,508.668
273,457.181,300.805
274,416.293,300.565
275,337.735,451.933
276,511.98,469.208
277,374.013,486.723
278,511.219,424.637
279,440.598,499.821
280,358.336,448.802
281,491.422,341.276
282,356.812,382.401
283,496.682,297.011
284,495.469,476.559
285,484.426,315.552
286,379.045,451.71
287,507.546,351.831
288,453.483,511.746
289,489.013,305.886
290,393.715,496.254
291,432.898,329.922
292,411.324,330.699
293,327.187,403.635
294,368.642,367.464
295,341.653,345.528
296,382.394,476.186
297,490.03,457.248
298,385.698,495.279
299,466.225,358.011
300,324.495,412.189
301,454.769,286.167
302,468.677,298.049
303,440.047,289.399
304,327.226,459.137
305,430.136,288.859
306,469.407,313.44
307,334.576,377.744
308,479.507,306.235
309,463.782,306.502
310,325.51,378.783
311,445.457,278.101
312,429.022,298.193
313,342.426,370.212
314,396.496,505.441
315,504.466,473.625
316,419.23,286.796
317,436.912,279.611
318,340.859,330.841
319,350.588,337.442
320,362.446,484.947
321,315.584,416.457
322,461.966,281.062
323,379.646,501.593
324,357.453,326.208
325,354.878,347.19
326,455.842,492.983
327,451.203,500.203
328,417.713,277.635
329,461.726,504.36
330,328.436,390.322
331,357.727,310.926
332,314.022,441.255
333,492.608,484.172
334,430.132,510.992
335,463.77,291.419
336,349.284,323.111
337,355.29,471.095
338,339.981,473.904
339,414.519,489.227
340,420.623,511.103
341,445.932,493.418
342,367.2,319.289
343,487.976,289.936
344,428.119,277.173
345,393.485,303.693
346,338.248,463.121
347,331.658,321.924
348,317.628,458.65
349,353.696,498.18
350,312.99,387.31
351,337.78,436.438
352,499.433,283.109
353,382.295,316.523
354,313.741,407.185
355,365.95,495.461
356,385.468,307.076
357,328.616,469.849
358,481.376,471.012
359,373.595,305.738
360,366.762,329.341
361,345.014,467.603
362,331.846,344.544
363,328.481,449.568
364,476.887,292.489
365,466.736,493.082
366,381.871,292.884
367,475.351,502.25
368,331.841,365.602
369,500.731,483.909
370,348.902,314.491
371,327.129,355.477
372,337.277,355.65
373,349.161,477.108
374,511.876,397.375
375,359.346,339.187
376,336.79,313.155
377,405.133,303.571
378,412.304,293.056
379,334.534,303.393
380,391.377,292.461
381,321.719,366.156
382,500.36,305.135
383,307.536,419.554
384,340.918,488.665
385,331.529,494.505
386,404.694,277.36
387,361.182,476.639
388,313.348,373.279
389,299.326,380.498
390,309.68,428.235
391,345.639,304.96
392,290.111,380.546
393,499.435,273.007
394,432.069,269.558
395,317.91,352.649
396,321.566,386.186
397,497.932,496.638
398,508.994,266.007
399,296.932,420.559
400,324.01,340.55
401,450.592,484.401
402,309.388,341.495
403,401.314,295.364
404,312.339,332.921
405,334.051,483.859
406,307.111,397.044
407,493.205,318.742
408,380.761,399.951
409,311.356,363.167
410,319.977,396.674
411,367.033,292.186
412,307.301,450.307
413,303.016,325.553
414,474.155,510.318
415,510.822,275.194
416,297.956,431.143
417,497.028,260.107
418,470.08,281.369
419,321.977,479.407
420,366.108,308.642
421,481.999,507.803
422,303.182,459.21
423,368.896,504.022
424,471.451,273.117
425,389.012,510.848
426,479.644,284.214
427,287.747,457.438
428,315.481,466.366
429,303.893,443.026
430,374.853,511.406
431,487.146,501.32
432,351.822,486.35
433,491.756,279.53
434,348.399,506.179
435,341.035,321.473
436,321.65,330.392
437,451.833,268.997
438,361.9,508.102
439,299.412,332.753
440,354.397,302.265
441,336.011,510.84
442,311.075,479.802
443,486.268,477.922
444,293.803,446.546
445,344.999,497.656
446,295.036,323.001
447,361.011,278.504
448,355.998,289.145
449,483.193,276.575
450,472.192,321.345
451,318.82,449.34
452,376.37,282.687
453,489.648,271.191
454,340.101,297.528
455,285.123,419.046
456,285.155,330.91
457,317.902,424.712
458,441.42,267.757
459,288.871,371.867
460,301.173,402.528
461,304.506,372.097
462,331.958,332.672
463,479.487,266.473
464,441.577,256.09
465,405.7,264.899
466,510.343,486.782
467,346.671,291.47
468,283.553,431.365
469,292.14,468.816
470,297.829,412.007
471,448.59,292.016
472,275.495,427.732
473,410.982,284.905
474,303.354,356.689
475,393.068,275.456
476,510.423,256.037
477,323.161,319.979
478,336.039,289.296
479,314.766,314.366
480,331.693,503.403
481,317.192,304.244
482,306.898,469.34
483,402.058,285.245
484,489.486,491.545
485,327.181,310.399
486,326.044,294.828
487,289.143,395.713
488,463,271.3
489,489.016,261.815
490,324.773,509.141
491,295.405,364.815
492,284.582,411.005
493,429.13,260.234
494,290.731,404.798
495,279.539,368.264
496,453.873,259.398
497,352.692,277.178
498,455.345,276.362
499,297.691,348.039
500,281.767,340.567
501,417.462,266.103
502,272.139,420.078
503,365.038,300.414
504,417.38,257.623
505,268.063,430.843
506,300.729,391.482
507,288.362,438.22
508,464.209,258.775
509,329.45,283.372
510,299.872,312.815
511,314.175,290.624
512,310.622,322.561
513,282.262,349.764
514,304.019,305.156
515,292.745,356.077
516,369.05,273.733
517,342.674,270.431
518,283.24,472.379
519,316.827,282.695
520,359.787,266.452
521,342.938,282.103
522,273.659,477.721
523,329.975,274.071
524,306.15,296.209
525,283.756,449.532
526,511.394,498.38
527,473.836,256.812
528,275.262,375.741
529,281.063,403.078
530,505.197,492.944
531,350.721,266.853
532,282.951,321.438
533,277.17,436.684
534,369.177,263.671
535,274.976,444.773
536,319.324,492.093
537,279.725,460.865
538,299.909,285.227
539,278.956,394.294
540,316.366,506.465
541,408.332,256.891
542,333.418,261.106
543,302.725,482.39
544,298.71,473.828
545,269.5,405.482
546,289.93,426.303
547,381.883,274.562
548,505.766,505.183
549,292.976,341.384
550,296.916,301.365
551,326.681,487.956
552,259.339,412.338
553,291.725,308.415
554,272.443,466.776
555,309.702,488.586
556,301.733,506.128
557,272.96,327.958
558,271.817,315.658
559,280.017,310.567
560,299.604,495.218
561,258.224,471.401
562,497.711,506.782
563,261.798,441.608
564,377.993,260.168
565,288.654,479.397
566,511.76,478.382
567,285.917,294.894
568,275.304,385.976
569,284.817,304.121
570,312.102,497.816
571,395.565,264.392
572,280.838,484.452
573,295.68,454.459
574,267.891,396.343
575,280.617,359.426
576,259.836,430.339
577,346.444,257.617
578,265.261,361.599
579,264.13,331.579
580,269.711,492.929
581,258.327,420.889
582,271.891,357.106
583,263.027,344.853
584,385.21,283.344
585,275.44,453.803
586,285.18,387.678
587,262.268,456.769
588,271.109,346.818
589,291.752,508.165
590,511.397,511.875
591,266.096,384.204
592,267.255,375.034
593,290.754,498.479
594,322.328,268.384
595,276.762,511.237
596,324.814,499.281
597,282.937,287.398
598,311.387,274.479
599,259.239,392.202
600,485.439,298.479
601,294.497,487.574
602,277.513,299.443
603,262.406,486.636
604,267.223,448.955
605,307.511,264.403
606,283.764,491.968
607,261.221,507.74
608,312.211,256.082
609,270.634,306.239
610,308.161,283.423
611,256.255,401.861
612,262.475,317.718
613,283.532,506.402
614,278.168,499.222
615,483.312,256.188
616,289.664,280.036
617,277.137,275.463
618,273.492,291.814
619,260.551,302.859
620,256.817,450.196
621,387.611,257.809
622,278.55,265.027
623,321.721,259.264
624,299.812,267.729
625,256.445,312.232
626,265.099,477.666
627,297.11,258.057
628,256.481,383.817
629,273.216,338.66
630,259.514,370.581
631,256.341,361.652
632,384.697,266.309
633,296.801,275.703
634,287.075,266.931
635,264.04,353.373
636,266.119,286.72
637,256.352,462.359
638,375.703,268.94
639,356.538,257.717
640,266.1,500.629
641,274.867,411.782
642,282.532,256.331
643,261.896,294.643
644,292.688,289.018
645,257.913,498.845
646,259.076,282.593
647,258.727,269.723
648,275.157,283.69
649,268.439,278.684
650,270.25,262.355
651,259.086,256.421
652,268.114,270.099
