--- Blue Noise Points ---
Count: 669

Index,X,Z
122,108.522,-79.2345
123,106.524,-108.891
124,132.298,-148.141
125,90.9636,-33.2559
126,193.919,-22.7648
127,134.643,-3.38306
128,116.529,-99.4938
129,92.1228,-41.513
130,216.969,-22.8586
131,98.4176,-79.382
132,95.3239,-61.7807
133,194.421,-14.7261
134,164.223,-123.901
135,165.015,-110.295
136,118.997,-149.545
137,87.3872,-68.806
138,113.82,-140.012
139,205.628,-80.5061
140,87.7671,-81.9928
141,154.628,-140.645
142,233.555,-55.8877
143,98.9116,-87.4054
144,200.256,-102.068
145,142.376,-146.583
146,150.991,-156.34
147,90.045,-54.9283
148,141.724,-130.122
149,205.144,-112.299
150,198.44,-93.8106
151,153.618,-121.707
152,218.823,-31.2989
153,142.744,-158.671
154,194.448,-130.029
155,157.437,-150.185
156,82.7936,-32.9303
157,215.136,-80.5257
158,118.462,-132.629
159,108.088,-11.3307
160,132.616,-158.454
161,172.918,-147.173
162,114.387,-86.6127
163,215.545,-106.405
164,104.394,-1.96211
165,81.3155,-51.0241
166,78.8995,-90.2642
167,77.3314,-58.1966
168,158.091,-3.14673
169,103.146,-116.19
170,191.986,-56.311
171,207.618,-91.9644
172,201.551,-138.61
173,83.6949,-42.0863
174,89.166,-12.0451
175,106.45,-135.04
176,93.0259,-126.66
177,225.188,-6.29253
178,225.349,-43.3007
179,72.2003,-48.0033
180,220.016,-73.4158
181,132.934,-15.0026
182,105.895,-23.5256
183,66.7305,-60.958
184,167.552,-161.415
185,121.262,-162.431
186,204.3,-121.07
187,124.028,-126.455
188,58.3623,-74.4601
189,240.933,-50.7318
190,230.305,-65.0605
191,225.647,-80.4218
192,196.36,-151.105
193,112.017,-159.86
194,162.074,-22.9833
195,102.912,-126.516
196,58.71,-40.5413
197,72.3427,-39.168
198,80.0247,-77.3542
199,226.255,-18.0773
200,168.85,-170.051
201,227.297,-32.0336
202,97.8041,-158.517
203,106.145,-145.307
204,78.4973,-16.3241
205,220.192,-87.4112
206,178.897,-138.226
207,206.927,-130.981
208,213.402,-123.837
209,106.7,-95.4973
210,71.6583,-22.9267
211,237.976,-68.7888
212,97.9052,-108.795
213,65.5334,-52.4797
214,234.451,-28.1779
215,125.205,-101.329
216,132.679,-170.058
217,238.371,-3.33217
218,220.597,-127.887
219,72.4916,-74.1228
220,234.961,-92.796
221,233.895,-40.7214
222,229.315,-122.689
223,245.072,-80.2974
224,69.6857,-83.2573
225,207.74,-151.294
226,243.67,-59.169
227,98.0702,-98.1515
228,215.612,-3.39587
229,122.107,-91.743
230,249.308,-48.3473
231,58.5523,-23.7313
232,243.404,-38.7093
233,242.228,-105.069
234,64.7661,-34.3204
235,218.797,-117.863
236,210.506,-143.286
237,142.607,-2.22982
238,235.602,-16.2917
239,219.48,-95.9147
240,111.227,-127.333
241,84.7925,-107.022
242,91.6174,-2.5338
243,225.369,-105.098
244,228.952,-113.089
245,217.127,-137.96
246,233.793,-78.2472
247,87.5797,-97.5006
248,226.684,-141.486
249,75.0274,-66.3541
250,247.852,-4.69979
251,254.066,-110.303
252,250.305,-86.9391
253,180.215,-161.079
254,189.337,-137.106
255,49.9535,-30.8083
256,255.539,-95.2897
257,186.539,-144.797
258,54.5686,-12.2572
259,237.103,-111.32
260,253.243,-67.6732
261,246.56,-116.151
262,166.506,-183.426
263,210.913,-99.7282
264,146.919,-167.43
265,155.212,-169.87
266,249.076,-131.322
267,145.826,-175.663
268,242.628,-30.1077
269,69.4059,-97.3165
270,98.4049,-134.332
271,255.671,-124.181
272,248.074,-20.0543
273,71.1154,-111.349
274,79.4349,-126.865
275,79.5809,-116.021
276,53.3481,-55.7911
277,239.688,-122.681
278,56.7243,-103.16
279,44.2307,-42.7363
280,252.431,-76.0773
281,69.2575,-119.226
282,221.586,-156.632
283,198.63,-162.599
284,92.4974,-142.316
285,246.764,-95.7819
286,242.6,-11.2266
287,93.1523,-117.886
288,179.568,-169.893
289,87.6282,-133.4
290,49.5644,-19.9767
291,191.44,-101.06
292,254.172,-26.4315
293,67.3692,-7.63763
294,253.928,-58.7452
295,75.799,-103.24
296,150.736,-183.236
297,42.0954,-52.8281
298,57.5693,-66.1884
299,82.0176,-140.402
300,59.5799,-113.526
301,254.192,-11.0037
302,47.2733,-115.373
303,181.057,-181.782
304,209.573,-162.609
305,118.016,-175.109
306,250.984,-36.055
307,44.9138,-74.9151
308,95.6358,-71.6559
309,74.4518,-2.43795
310,240.562,-133.675
311,82.6076,-5.73449
312,85.0239,-154.066
313,45.0844,-62.7846
314,58.6145,-2.86842
315,69.3602,-143.235
316,255.541,-139.984
317,211.636,-171.258
318,52.0387,-45.6891
319,231.743,-134.605
320,190.256,-156.596
321,255.449,-42.9744
322,63.0111,-15.1642
323,35.9569,-26.0871
324,188.43,-170.646
325,152.213,-195.954
326,35.2636,-68.6401
327,45.8861,-6.2391
328,29.6228,-80.9636
329,196.798,-182.387
330,69.7237,-128.465
331,58.3548,-95.222
332,136.439,-182.534
333,174.727,-176.658
334,159.054,-180.226
335,206.429,-177.538
336,36.7842,-59.2796
337,48.2478,-82.6691
338,243.799,-149.3
339,253.473,-149.558
340,192.943,-190.574
341,236.907,-143.647
342,127.895,-177.193
343,218.813,-146.391
344,120.197,-185.617
345,181.054,-150.949
346,125.211,-155.294
347,48.0156,-106.939
348,206.913,-194.101
349,179.15,-193.774
350,197.701,-173.744
351,186.913,-196.538
352,40.8317,-96.4968
353,230.562,-152.414
354,110.669,-171.302
355,59.1306,-87.2557
356,46.7196,-128.498
357,158.148,-161.492
358,143.009,-188.324
359,49.2157,-96.6809
360,39.9609,-18.0197
361,135.528,-200.212
362,59.8883,-121.654
363,65.4072,-105.03
364,38.2634,-87.5982
365,238.487,-159.317
366,61.9798,-134.338
367,122.087,-207
368,112.15,-197.745
369,164.426,-192.491
370,75.4345,-148.787
371,255.229,-157.781
372,226.32,-52.0809
373,125.396,-191.774
374,225.816,-166.807
375,189.438,-178.809
376,93.2479,-150.68
377,225.074,-180.56
378,203.486,-186.816
379,39.1518,-105.247
380,26.2772,-15.261
381,101.733,-168.651
382,249.082,-163.574
383,32.548,-35.5859
384,234.162,-100.927
385,23.5751,-58.4959
386,111.04,-180.928
387,15.8448,-83.6399
388,252.881,-171.028
389,172.54,-201.314
390,62.9547,-148.379
391,35.3864,-3.69719
392,74.1669,-135.478
393,23.6735,-42.6786
394,22.494,-33.18
395,165.358,-153.306
396,247.301,-142.047
397,15.1006,-54.2808
398,36.7135,-124.783
399,87.2182,-169.568
400,209.027,-204.159
401,221.657,-193.002
402,221.631,-206.124
403,240.521,-172.192
404,29.7977,-95.944
405,106.689,-153.31
406,24.3609,-87.3737
407,18.6193,-69.9666
408,209.674,-214.968
409,157.007,-189.481
410,231.748,-172.579
411,68.6245,-161.725
412,232.208,-196.612
413,139.867,-208.291
414,134.685,-191.698
415,112.851,-189.649
416,234.278,-210.011
417,30.1989,-48.305
418,102.55,-179.899
419,242.191,-181.528
420,17.0544,-23.6
421,241.234,-198.882
422,12.0798,-76.3159
423,38.6156,-140.844
424,30.6535,-105.946
425,182.624,-203.438
426,193.033,-207.517
427,232.896,-183.54
428,35.8536,-116.047
429,2.30318,-79.5193
430,198.041,-198.029
431,241.081,-189.999
432,41.1021,-34.2141
433,55.4209,-139.349
434,9.81607,-68.1234
435,54.8405,-158.564
436,130.077,-213.777
437,158.152,-202.137
438,20.6833,-102.728
439,13.9932,-42.069
440,223.585,-219.1
441,117.354,-217.922
442,143.915,-197.971
443,46.1652,-148.706
444,212.019,-183.582
445,235.997,-225.702
446,28.1961,-120.821
447,77.336,-162.692
448,24.8241,-145.937
449,23.2985,-113.947
450,76.9354,-172.011
451,217.678,-165.905
452,67.9846,-173.178
453,249.641,-178.461
454,35.1925,-151.561
455,253.669,-192.406
456,215.663,-199.065
457,54.245,-147.624
458,12.5367,-31.7612
459,246.363,-209.085
460,198.383,-217.777
461,245.041,-231.832
462,243.003,-218.357
463,5.49321,-47.6304
464,252.036,-200.249
465,11.8583,-10.075
466,99.5344,-190.6
467,201.932,-209.293
468,113.662,-205.601
469,2.0394,-36.9748
470,22.7816,-5.13479
471,222.661,-230.588
472,152.136,-215.746
473,17.8594,-126.302
474,30.141,-129.538
475,67.3082,-182.791
476,15.2054,-0.53394
477,2.5698,-20.0134
478,247.952,-240.082
479,9.30558,-113.921
480,60.0152,-170.844
481,12.9563,-96.7178
482,140.42,-223.538
483,23.133,-134.855
484,1.67944,-11.9455
485,8.93777,-124.826
486,0.0352707,-68.7194
487,3.72414,-87.7619
488,252.888,-215.709
489,81.3321,-178.999
490,4.84283,-56.0894
491,159.529,-218.816
492,173.649,-221.004
493,143.596,-236.02
494,5.12353,-103.969
495,124.777,-228.644
496,182.428,-218.542
497,186.854,-228.216
498,52.4024,-184.302
499,149.823,-227.721
500,45.5662,-167.809
501,38.5175,-177.718
502,198.827,-232.624
503,165.38,-210.805
504,126.902,-200.097
505,93.0782,-182.895
506,210.376,-229.14
507,0.811723,-113.392
508,166.24,-229.763
509,0.424384,-0.393899
510,104.268,-202.459
511,226.63,-239.779
512,131.688,-221.717
513,27.3992,-72.7689
514,13.6267,-107.017
515,18.1916,-15.3423
516,255.18,-225.955
517,0.57739,-95.3873
518,249.503,-251.242
519,173.919,-209.496
520,131.496,-241.39
521,235.27,-236.079
522,60.3023,-189.322
523,106.832,-219.439
524,175.561,-232.107
525,14.8876,-155.848
526,106.429,-210.666
527,240.496,-246.99
528,2.04717,-28.6795
529,150.599,-206.891
530,226.74,-248.178
531,13.3335,-145.833
532,3.86117,-131.474
533,115.339,-228.739
534,55.074,-130.209
535,164.939,-237.667
536,4.83326,-144.003
537,139.255,-249.91
538,222.288,-255.893
539,205.752,-244.168
540,95.0772,-173.556
541,189.826,-215.238
542,216.024,-235.981
543,51.4342,-173.63
544,37.7518,-164.701
545,3.18141,-154.723
546,158.377,-251.742
547,119.492,-246.659
548,30.1961,-139.945
549,14.6837,-134.159
550,213.392,-254.566
551,172.216,-249.966
552,38.6342,-191.981
553,30.7423,-180.319
554,23.3258,-159.906
555,217.401,-246.175
556,239.608,-255.692
557,214.838,-222.458
558,180.892,-238.261
559,39.2658,-132.505
560,111.24,-253.554
561,92.062,-217.469
562,28.4337,-169.375
563,104.189,-232.799
564,58.2687,-202.75
565,196.91,-240.394
566,80.9541,-188.183
567,43.5377,-184.68
568,187.677,-243.202
569,155.336,-241.795
570,47.2771,-196.754
571,217.832,-176.476
572,194.312,-250.091
573,150.472,-250.224
574,158.489,-232.236
575,231.859,-217.81
576,19.9982,-178.553
577,203.986,-224.113
578,183.846,-250.761
579,87.2719,-227.365
580,34.2991,-201.115
581,94.0082,-235.197
582,26.3241,-189.315
583,97.5615,-209.426
584,21.3475,-202.459
585,89.4746,-161.336
586,204.932,-254.674
587,87.4128,-204.061
588,58.3886,-211.795
589,134.892,-231.36
590,8.82711,-184.698
591,95.7148,-201.022
592,46.7026,-211.073
593,87.7898,-192.626
594,14.3284,-166.009
595,67.1686,-220.371
596,82.0937,-244.982
597,82.6249,-216.936
598,116.845,-237.638
599,6.84645,-194.513
600,43.0439,-157.3
601,72.7634,-192.809
602,2.23184,-163.482
603,73.1497,-213.137
604,66.3817,-204.061
605,77.4963,-201.848
606,34.1821,-12.1317
607,104.925,-243.719
608,255.377,-237.034
609,3.85189,-176.056
610,164.769,-246.018
611,75.0994,-223.727
612,36.3319,-214.211
613,131.727,-255.875
614,96.6607,-225.814
615,53.3781,-221.728
616,3.68815,-204.991
617,255.874,-246.199
618,76.1614,-237.814
619,38.6007,-225.155
620,29.1739,-207.908
621,95.9557,-244.035
622,42.8721,-232.982
623,12.3397,-176.076
624,62.7509,-229.058
625,100.727,-253.969
626,127.525,-248.56
627,12.4197,-213.92
628,92.6264,-252.325
629,47.1778,-140.645
630,85.2904,-255.796
631,31.5552,-159.467
632,14.9801,-195.714
633,22.8527,-218.001
634,29.1895,-223.772
635,54.9005,-236.142
636,45.5047,-219.111
637,18.3084,-188.03
638,0.258279,-183.306
639,120.149,-255.982
640,34.4749,-238.271
641,72.5072,-245.404
642,52.3964,-243.824
643,42.1122,-241.075
644,19.3192,-229.16
645,8.93993,-231.537
646,67.2201,-236.794
647,15.5315,-221.42
648,76.9513,-253.877
649,1.12604,-224.692
650,22.2425,-244.505
651,68.3384,-255.699
652,12.0608,-203.516
653,64.5283,-247.182
654,0.419889,-213.338
655,60.1753,-255.651
656,31.7308,-253.283
657,14.3705,-239.316
658,0.374215,-243.901
659,11.3673,-255.369
660,23.4906,-236.201
661,43.5662,-250.848
662,23.7168,-254.456
663,9.70784,-247.41
664,51.9144,-253.867
665,2.75407,-252.117
666,84.2476,-237.092
667,1.99819,-235.561
668,30.4713,-245.33
