--- Blue Noise Points ---
Count: 673

Index,X,Z
158,-112.225,465.174
159,-249.971,371.608
160,-255.562,455.253
161,-224.249,505.703
162,-128.72,439.243
163,-131.495,488.532
164,-139.762,462.641
165,-128.212,379.85
166,-106.075,494.689
167,-96.2392,456.197
168,-228.692,482.588
169,-217.088,358.963
170,-235.74,410.43
171,-112.114,504.721
172,-100.81,503.544
173,-133.724,366.785
174,-101.521,466.002
175,-128.11,391.864
176,-186.035,362.396
177,-197.118,508.881
178,-176.315,367.598
179,-254.012,468.003
180,-114.416,435.631
181,-149.928,363.653
182,-91.3336,499.027
183,-156.369,358.399
184,-237.849,494.132
185,-247.144,403.551
186,-246.381,456.032
187,-255.622,396.696
188,-244.518,365.523
189,-84.7665,487.911
190,-233.581,507.62
191,-114.228,474.352
192,-230.192,378.275
193,-250.876,383.397
194,-124.951,494.847
195,-248.86,425.533
196,-130.639,451.079
197,-122.552,431.362
198,-235.444,473.187
199,-219.791,374.1
200,-247.234,390.844
201,-109.122,385.889
202,-216.61,350.442
203,-230.544,465.98
204,-119.482,420.749
205,-99.9208,474.412
206,-84.341,510.61
207,-225.997,354.828
208,-119.15,402.872
209,-96.5105,488.403
210,-115.304,412.711
211,-106.672,417.409
212,-247.225,474.965
213,-210.043,342.454
214,-84.0159,479.041
215,-106.294,479.623
216,-77.0944,493.1
217,-106.376,428.157
218,-61.8317,490.858
219,-165.009,361.355
220,-94.1419,508.27
221,-236.872,347.85
222,-100.204,439.556
223,-160.177,369.077
224,-236.071,372.769
225,-114.311,449.511
226,-105.193,402.603
227,-119.962,382.659
228,-174.553,358.1
229,-192.916,354.803
230,-118.472,460.091
231,-121.127,371.636
232,-190.553,494.459
233,-222.587,344.453
234,-248.749,355.206
235,-254.428,408.969
236,-108.967,395.143
237,-110.662,363.141
238,-229.802,340.098
239,-96.1227,414.963
240,-83.8594,459.583
241,-82.3295,501.398
242,-233.287,358.219
243,-220.07,333.237
244,-91.0139,473.716
245,-110.987,377.576
246,-244.882,483.425
247,-200.522,350.967
248,-250.393,490.517
249,-181.539,345.539
250,-87.6625,450.932
251,-91.2176,435.722
252,-182.121,355.108
253,-255.079,364.902
254,-172.394,347.65
255,-95.4525,375.86
256,-75.175,479.849
257,-244.721,340.071
258,-200.394,342.625
259,-125.854,365.086
260,-100.07,384.091
261,-81.9338,468.994
262,-255.198,480.378
263,-75.2614,460.254
264,-105.664,510.736
265,-97.7503,423.694
266,-191.316,338.27
267,-157.027,350.248
268,-249.522,501
269,-202.363,331.582
270,-149.338,354.352
271,-225.921,320.839
272,-192.795,329.045
273,-114.68,427.59
274,-90.7691,464.883
275,-116.239,511.979
276,-174.499,334.905
277,-93.9457,394.97
278,-215.356,326.132
279,-234.178,332.506
280,-119.35,356.899
281,-71.9506,508.823
282,-140.671,359.832
283,-127.173,354.193
284,-222.821,312.049
285,-87.2546,372.02
286,-231.05,299.922
287,-64.539,503.017
288,-240.822,504.037
289,-165.267,333.79
290,-217.437,305.604
291,-183.464,334.426
292,-233.629,318.437
293,-252.64,343.917
294,-254.859,330.779
295,-88.886,402.492
296,-101.449,449.119
297,-255.555,507.598
298,-78.3856,448.045
299,-222.597,298.492
300,-117.374,344.308
301,-140.088,346.249
302,-68.8709,455.046
303,-105.618,370.362
304,-83.2715,438.375
305,-255.876,351.428
306,-56.0403,453.698
307,-216.587,317.768
308,-70.9171,468.904
309,-66.821,443.231
310,-206.544,319.635
311,-192.482,346.393
312,-98.5829,363.215
313,-246.365,321.762
314,-215.992,503.225
315,-84.1998,416.29
316,-51.265,495.599
317,-77.9819,371.23
318,-208.276,311.347
319,-129.346,345.498
320,-59.7513,464.813
321,-243.705,330.457
322,-82.2007,430.365
323,-70.4938,429.501
324,-89.0427,425.181
325,-238.629,287.876
326,-235.183,308.927
327,-124.147,338.973
328,-93.1292,444.063
329,-56.4815,503.796
330,-63.8077,474.206
331,-131.356,331.505
332,-246.142,510.26
333,-46.0447,466.848
334,-212.158,293.299
335,-236.586,483.966
336,-84.7546,381.566
337,-69.2539,487.744
338,-201.667,293.576
339,-105.423,339.811
340,-45.2213,458.813
341,-74.4259,438.339
342,-246.983,310.469
343,-195.232,311.526
344,-150.005,340.248
345,-69.6244,496.001
346,-107.66,348.943
347,-182.133,324.768
348,-248.773,281.156
349,-57.0897,442.707
350,-246.562,299.368
351,-191.152,321.012
352,-158.779,341.165
353,-62.5536,431.559
354,-120.724,330.671
355,-202.295,304.175
356,-238.811,296.937
357,-143.214,324.906
358,-54.2238,472.084
359,-40.4459,452.043
360,-190.076,298.294
361,-94.3056,343.259
362,-254.957,320.736
363,-222.831,286.089
364,-210.623,333.759
365,-53.895,484.164
366,-173.438,322.265
367,-255.881,287.19
368,-148.982,316.093
369,-199.037,322.564
370,-53.7077,427.862
371,-86.8464,333.745
372,-178.537,315.324
373,-185.523,306.424
374,-253.701,295.597
375,-111.112,333.717
376,-211.936,283.209
377,-75.2418,419.037
378,-36.9672,472.288
379,-126.364,323.606
380,-32.5605,460.789
381,-79.1634,407.168
382,-246.531,290.907
383,-141.748,334.717
384,-203.742,280.565
385,-164.163,324.778
386,-155.263,325.074
387,-254.563,305.703
388,-63.3894,482.293
389,-103.594,356.942
390,-47.0367,446.989
391,-130.624,315.569
392,-90.9428,386.986
393,-31.8302,451.38
394,-90.881,360.181
395,-96.07,352.864
396,-62.3592,420.278
397,-171.421,300.662
398,-116.3,317.897
399,-42.0876,480.501
400,-71.7336,333.682
401,-24.2692,439.87
402,-150.359,331.752
403,-238.265,276.3
404,-174.677,291.82
405,-49.3368,438.045
406,-82.3047,349.794
407,-182.756,291.333
408,-44.2243,491.151
409,-135.554,352.912
410,-229.224,291.352
411,-239.222,402.059
412,-190.37,288.096
413,-48.7498,420.295
414,-41.8644,411.705
415,-40.8642,425.591
416,-208.545,353.725
417,-78.4856,361.221
418,-143.137,309.609
419,-125.39,304.343
420,-117.401,309.136
421,-42.8076,499.838
422,-59.6716,335.925
423,-157.996,305.305
424,-70.7337,356.325
425,-67.6846,378.091
426,-67.7533,414.061
427,-31.2949,485.422
428,-74.3701,383.013
429,-78.8411,398.693
430,-57.0354,413.871
431,-41.7281,435.565
432,-95.7488,328.951
433,-48.2381,341.514
434,-231.928,267.455
435,-69.887,369.008
436,-134.199,308.144
437,-79.1893,320.184
438,-222.729,274.215
439,-61.7481,364.733
440,-102.917,318.652
441,-25.6429,428.598
442,-33.6705,435.664
443,-170.554,310.68
444,-138.972,316.451
445,-158.771,316.324
446,-200.749,272.867
447,-215.97,269.174
448,-112.825,325.103
449,-40.6317,509.078
450,-28.4036,420.086
451,-29.4704,477.186
452,-17.4236,418.078
453,-206.575,267.319
454,-162.33,298.496
455,-18.6293,487.356
456,-14.8937,451.351
457,-73.6668,341.848
458,-16.1864,439.199
459,-18.25,476.959
460,-46.7546,332.765
461,-58.9436,327.134
462,-52.1689,376.038
463,-106.113,298.251
464,-143.515,299.741
465,-3.50065,441.331
466,-64.154,315.682
467,-105.044,308.264
468,-28.4948,468.488
469,-88.86,319.893
470,-70.3921,393.599
471,-61.086,396.497
472,-24.6898,457.98
473,-93.7552,306.719
474,-71.3726,401.817
475,-64.3141,351.466
476,-64.8017,342.626
477,-8.45298,428.766
478,-63.7074,406.119
479,-67.33,305.216
480,-60.2263,386.976
481,-230.905,281.483
482,-132.481,298.974
483,-35.793,443.875
484,-22.8525,447.853
485,-83.1559,391.696
486,-183.236,280.032
487,-27.1554,501.509
488,-55.8105,312.922
489,-21.5599,495.403
490,-15.7989,467.404
491,-10.0472,410.602
492,-67.1935,325.082
493,-172.719,278.911
494,-24.6137,411.018
495,-10.8568,504.283
496,-49.389,385.242
497,-195.16,279.823
498,-2.89575,505.966
499,-8.781,419.544
500,-6.09883,497.466
501,-208.782,257.733
502,-0.942984,488.64
503,-34.0382,381.83
504,-49.1631,508.106
505,-34.0372,496.839
506,-48.7693,318.049
507,-40.5099,316.917
508,-37.2344,308.732
509,-228.39,258.987
510,-121.02,292.035
511,-55.2303,348.354
512,-3.90826,457.646
513,-78.074,310.636
514,-27.8907,387.109
515,-78.6699,328.175
516,-97.0604,297.837
517,-191.915,268.643
518,-59.1852,305.016
519,-56.6933,511.935
520,-137.302,289.257
521,-34.6613,406.111
522,-30.2859,510.661
523,-75.0552,298.782
524,-82.7906,295.514
525,-180.916,268.212
526,-49.0377,355.41
527,-241.536,263.61
528,-157.07,285.143
529,-9.74183,489.943
530,-51.2736,405.625
531,-8.41234,480.749
532,-218.988,257.868
533,-191.759,256.263
534,-60.3303,296.749
535,-95.8686,285.702
536,-24.7185,398.79
537,-72.831,288.529
538,-54.1612,361.848
539,-200.423,257.384
540,-1.95308,474.698
541,-7.60906,468.928
542,-17.8175,393.304
543,-252.032,271.644
544,-47.6261,297.042
545,-165.982,287.714
546,-159.587,276.849
547,-103.747,329.321
548,-21.7498,511.487
549,-116.044,299.307
550,-7.8405,387.309
551,-37.4468,337.863
552,-46.0747,394.275
553,-40.7112,387.599
554,-12.0599,380.375
555,-144.002,278.08
556,-155.389,293.759
557,-41.3707,376.138
558,-30.3299,369.769
559,-43.5749,402.453
560,-105.235,285.004
561,-128.098,280.635
562,-47.315,308.474
563,-39.3483,328.893
564,-82.4367,341.608
565,-28.5934,338.213
566,-0.614139,424.519
567,-41.0813,345.096
568,-60.6012,373.393
569,-30.6302,327.902
570,-50.6507,286.797
571,-32.6128,395.944
572,-0.363081,465.149
573,-146.474,290.174
574,-16.6642,431.173
575,-113.657,287.382
576,-2.77798,449.659
577,-46.8398,367.55
578,-84.9274,305.054
579,-40.851,358.947
580,-151.528,272.848
581,-1.55471,415.185
582,-162.972,267.132
583,-38.1748,295.302
584,-28.0754,355.406
585,-255.014,263.666
586,-21.5515,316.88
587,-107.931,274.226
588,-171.563,269.463
589,-9.84524,398.096
590,-2.98292,377.502
591,-19.3385,334.208
592,-135.936,272.253
593,-73.1573,277.361
594,-20.8915,382.598
595,-177.5,258.88
596,-96.5809,276.335
597,-142.924,260.695
598,-20.8992,366.884
599,-0.102955,393.436
600,-29.817,303.476
601,-35.2482,351.612
602,-169.246,257.304
603,-2.36035,406.257
604,-27.3786,287.022
605,-0.470335,369.196
606,-82.9588,283.166
607,-32.6132,318.316
608,-210.339,275.284
609,-19.4451,345.992
610,-150.502,257.874
611,-9.67744,339.514
612,-64.6306,275.531
613,-223.85,265.933
614,-8.37806,366.784
615,-62.5851,283.829
616,-16.0628,359.426
617,-154.635,265.415
618,-79.471,269.046
619,-17.9889,285.724
620,-8.52451,352.964
621,-90.2698,292.472
622,-13.8999,299.15
623,-5.88886,327.756
624,-17.9699,404.758
625,-42.3781,286.877
626,-118.451,274.246
627,-0.313654,317.089
628,-102.639,267.186
629,-49.492,277.952
630,-33.038,362.169
631,-132.914,259.592
632,-53.6284,266.575
633,-95.6788,261.542
634,-113.571,266.156
635,-21.3361,306.922
636,-38.3927,275.681
637,-14.2219,323.121
638,-16.5991,459.299
639,-71.5203,261.772
640,-26.9545,295.715
641,-1.52031,336.774
642,-86.4716,275.11
643,-59.9184,261.293
644,-122.937,266.15
645,-124.863,257.357
646,-104.566,259.386
647,-50.2883,257.072
648,-37.8772,265.375
649,-84.3908,261.896
650,-10.2615,308.011
651,-4.259,286.638
652,-90.6013,267.95
653,-1.42128,359.363
654,-1.06768,346.514
655,-4.6307,298.217
656,-26.6623,269.277
657,-161.118,259.178
658,-112.944,257.528
659,-25.4332,278.17
660,-26.3511,258.458
661,-16.0418,277.68
662,-11.0771,269.931
663,-27.8389,346.72
664,-4.81734,275.654
665,-19.3931,265.7
666,-5.4935,261.512
667,-143.694,269.632
668,-11.8208,256.239
669,-45.9405,268.846
670,-36.7187,257.186
671,-0.506287,308.247
672,-8.71233,316.232
